         Part Number       Quantity   Unit Cost  Unit Price     Total Cost    Total Price
            15555649              71        18.67        22.08         1325.57         1567.68
            65915441              71        18.19        24.01         1291.49         1704.71
            75268158              29        13.03        18.84          377.87          546.36
            18082546              53        23.34        29.03         1237.02         1538.59
            45136408               2        12.71        15.71           25.42           31.42
            72591229              27        15.58        20.41          420.66          551.07
            77086674              85        18.06        23.88         1535.10         2029.80
            22442765              20        14.24        18.39          284.80          367.80
            43151607              65        13.59        19.16          883.35         1245.40
            70692724               6        19.41        22.88          116.46          137.28
            37195393              94        25.99        29.97         2443.06         2817.18
            52614745              37        22.62        28.25          836.94         1045.25
            28166727               8        17.58        23.34          140.64          186.72
            12880478              18        24.61        30.20          442.98          543.60
            22231544              65        23.11        28.16         1502.15         1830.40
            81781879              98        21.13        24.15         2070.74         2366.70
            58759637              78        15.20        18.21         1185.60         1420.38
            36473623              16        15.21        19.89          243.36          318.24
            50743173              92        24.91        29.66         2291.72         2728.72
            61130267              34        10.88        14.34          369.92          487.56
            47296985               1        10.99        15.81           10.99           15.81
            26383509              27        22.91        27.15          618.57          733.05
            80437590              89        12.47        17.70         1109.83         1575.30
            19121129              99        11.37        14.84         1125.63         1469.16
            53717044              66        16.04        20.59         1058.64         1358.94
            32827437               8        20.49        24.73          163.92          197.84
            32945551              21        21.25        26.10          446.25          548.10
            24718062              29        24.71        30.57          716.59          886.53
            34171236              19        24.01        29.29          456.19          556.51
            29134137              49        13.61        18.81          666.89          921.69
            14366464              32        10.12        15.81          323.84          505.92
            79195238              21        11.38        15.86          238.98          333.06
            73833666              69        21.75        26.11         1500.75         1801.59
            11587650              37        10.76        14.92          398.12          552.04
            59474045              55        11.99        16.72          659.45          919.60
            24467721               3        15.72        21.71           47.16           65.13
            73324460              35        13.12        18.60          459.20          651.00
            49300488              61        10.69        16.28          652.09          993.08
            50536431              89        26.48        29.98         2356.72         2668.22
            73831091              86        25.67        30.20         2207.62         2597.20
            58810322               4        19.17        25.03           76.68          100.12
            75630018              41        10.08        15.68          413.28          642.88
            70401508              98        28.82        34.04         2824.36         3335.92
            54667311              34        13.30        17.40          452.20          591.60
            32728517              82        15.43        19.58         1265.26         1605.56
            28560733              85        29.66        34.80         2521.10         2958.00
            34549045               7        13.67        16.67           95.69          116.69
            76601028              28        21.49        25.62          601.72          717.36
            53972005              43        22.81        28.51          980.83         1225.93
            64002588              59        20.18        24.44         1190.62         1441.96
            55371335              27        18.18        23.50          490.86          634.50
            78023688              28        29.67        35.41          830.76          991.48
            31187804              66        20.23        25.46         1335.18         1680.36
            14947415              10        16.17        21.10          161.70          211.00
            75724437              74        23.26        26.87         1721.24         1988.38
            59802180              33        13.26        17.79          437.58          587.07
            53904146              33        29.37        35.22          969.21         1162.26
            21340084              74        23.88        29.40         1767.12         2175.60
            40171345              51        17.93        21.06          914.43         1074.06
            51138886              14        29.87        34.45          418.18          482.30
            83582158              67        22.44        26.30         1503.48         1762.10
            79902221              71        22.07        25.66         1566.97         1821.86
            23842706              77        10.92        14.54          840.84         1119.58
            13258730              62        19.61        24.99         1215.82         1549.38
            31650412              77        28.82        32.43         2219.14         2497.11
            38072280              17        22.95        28.65          390.15          487.05
            43715790              31        27.98        31.68          867.38          982.08
            88452976              45        13.45        17.83          605.25          802.35
            27640169              59        10.52        15.35          620.68          905.65
            31665020              26        15.76        18.78          409.76          488.28
            54404663              50        25.23        29.16         1261.50         1458.00
            14599689              68        21.52        26.55         1463.36         1805.40
            16643747              76        20.80        26.65         1580.80         2025.40
            16618211              24        17.44        20.78          418.56          498.72
            71351528              91        18.02        21.76         1639.82         1980.16
            41989446              16        22.21        27.26          355.36          436.16
            37303335              98        14.00        19.04         1372.00         1865.92
            15431795              95        15.33        19.15         1456.35         1819.25
            31917171              58        23.27        27.29         1349.66         1582.82
            34311148              62        12.77        18.19          791.74         1127.78
            85699185              26        13.43        19.23          349.18          499.98
            55473817              57        19.13        22.13         1090.41         1261.41
            63173268               9        15.25        18.46          137.25          166.14
            39347416              68        18.06        23.68         1228.08         1610.24
            21314622              60        18.99        24.19         1139.40         1451.40
            86457838              45        22.84        25.86         1027.80         1163.70
            29435965              39        25.28        31.23          985.92         1217.97
            78206035              11        25.00        30.19          275.00          332.09
            49336268              99        15.02        18.51         1486.98         1832.49
            47578754              90        26.20        30.44         2358.00         2739.60
            23180207              23        21.63        25.79          497.49          593.17
            11303142              47        10.56        16.35          496.32          768.45
            34189844              93        16.77        20.93         1559.61         1946.49
            40036792              65        17.31        23.16         1125.15         1505.40
            33483040              55        24.25        28.48         1333.75         1566.40
            17358405              66        15.82        21.08         1044.12         1391.28
            35262107               8        14.46        19.91          115.68          159.28
            35539581              17        16.74        22.13          284.58          376.21
            66955027              45        26.73        30.99         1202.85         1394.55
            44928407              38        14.42        20.03          547.96          761.14
            50019335              63        18.86        23.04         1188.18         1451.52
            46738486              38        14.87        19.44          565.06          738.72
            35390230              73        26.80        31.99         1956.40         2335.27
            44544249               3        26.55        30.19           79.65           90.57
            46738486              38        14.87        19.44          565.06          738.72
            54979164              83        21.06        25.15         1747.98         2087.45
            65537294              64        21.96        27.57         1405.44         1764.48
            36990628              49        28.67        33.09         1404.83         1621.41
            52392582              78        16.69        20.31         1301.82         1584.18
            11531675              85        10.99        16.11          934.15         1369.35
            56222908              32        15.37        20.22          491.84          647.04
            84001619               3        20.58        24.48           61.74           73.44
            56030075              46        18.62        22.81          856.52         1049.26
            27572106              22        25.71        31.56          565.62          694.32
            43510588              29        25.05        29.18          726.45          846.22
            79153401              57        24.13        27.24         1375.41         1552.68
            59734200              12        25.75        31.22          309.00          374.64
            39635549               8        28.02        33.32          224.16          266.56
            21523085              56        18.54        22.90         1038.24         1282.40
            76254359              49        10.58        14.73          518.42          721.77
            63798705              29        25.13        30.85          728.77          894.65
            15917508              81        28.92        31.96         2342.52         2588.76
            32407988              15        28.85        34.65          432.75          519.75
            68458253              17        18.28        21.32          310.76          362.44
            79153401              57        24.13        27.24         1375.41         1552.68
            77803747              70        26.72        29.74         1870.40         2081.80
            29884085              52        26.47        30.46         1376.44         1583.92
            76427814              70        21.25        24.36         1487.50         1705.20
            43777863              67        16.83        20.60         1127.61         1380.20
            15183855              18        24.59        29.80          442.62          536.40
            25372090              93        17.27        22.99         1606.11         2138.07
            75647204              28        19.39        24.87          542.92          696.36
            52968876              99        11.77        17.62         1165.23         1744.38
            81379037              14        27.74        31.56          388.36          441.84
            77189549              21        21.15        24.64          444.15          517.44
            18659990              43        15.01        20.76          645.43          892.68
            48583427              80        15.99        20.68         1279.20         1654.40
            61299263              98        29.11        33.01         2852.78         3234.98
            50036717               8        24.69        28.73          197.52          229.84
            28810429              81        29.49        33.01         2388.69         2673.81
            14379934              45        29.70        33.17         1336.50         1492.65
            43436020              40        25.86        30.99         1034.40         1239.60
            49142030              36        23.15        28.01          833.40         1008.36
            65237455              56        12.63        17.39          707.28          973.84
            15495526              36        16.20        20.47          583.20          736.92
            86202831              47        29.26        35.23         1375.22         1655.81
            81379037              14        27.74        31.56          388.36          441.84
            54366510              24        13.73        18.58          329.52          445.92
            78629863               8        24.51        28.31          196.08          226.48
            27270146              81        23.52        27.65         1905.12         2239.65
            50317035              30        22.64        25.68          679.20          770.40
            81296480              90        25.59        31.13         2303.10         2801.70
            81296480              90        25.59        31.13         2303.10         2801.70
            21390393              99        10.14        14.09         1003.86         1394.91
            15917508              81        28.92        31.96         2342.52         2588.76
            72587977              76        24.53        29.75         1864.28         2261.00
            64418724               9        21.15        25.22          190.35          226.98
            64418724               9        21.15        25.22          190.35          226.98
            13201627              70        18.12        24.09         1268.40         1686.30
            58445058               2        21.96        27.41           43.92           54.82
            63435178              55        22.04        27.16         1212.20         1493.80
            60027243              72        19.48        24.93         1402.56         1794.96
            48509677               4        25.20        29.71          100.80          118.84
            48509677               4        25.20        29.71          100.80          118.84
            18659990              43        15.01        20.76          645.43          892.68
            82887766              39        16.82        21.55          655.98          840.45
            58445058               2        21.96        27.41           43.92           54.82
            34307586              41        18.20        24.14          746.20          989.74
            48635725              21        18.82        23.72          395.22          498.12
            79891110               8        10.47        16.15           83.76          129.20
            21314622              60        18.99        24.19         1139.40         1451.40
            80084832              35        23.91        28.79          836.85         1007.65
            66698657              48        16.13        21.83          774.24         1047.84
            48635725              21        18.82        23.72          395.22          498.12
            30739126              14        27.83        33.29          389.62          466.06
            12968942              80        18.72        22.47         1497.60         1797.60
            56222908              32        15.37        20.22          491.84          647.04
            80924508              94        23.82        28.14         2239.08         2645.16
            83582158              67        22.44        26.30         1503.48         1762.10
            31761910              89        17.84        23.01         1587.76         2047.89
            29884085              52        26.47        30.46         1376.44         1583.92
            37511487              37        25.77        30.34          953.49         1122.58
            23180207              23        21.63        25.79          497.49          593.17
            15183855              18        24.59        29.80          442.62          536.40
            27972823              12        28.73        32.17          344.76          386.04
            25372090              93        17.27        22.99         1606.11         2138.07
            78407458               4        16.28        21.33           65.12           85.32
            13201627              70        18.12        24.09         1268.40         1686.30
            46288741              98        26.86        32.62         2632.28         3196.76
            44493871              38        21.74        24.88          826.12          945.44
            69865581              94        21.26        26.45         1998.44         2486.30
            77445705              30        29.18        33.65          875.40         1009.50
            35262107               8        14.46        19.91          115.68          159.28
            83637016              69        27.45        31.72         1894.05         2188.68
            41677726              77        14.76        18.57         1136.52         1429.89
            70937179              64        12.78        17.75          817.92         1136.00
            86414890              27        10.02        14.42          270.54          389.34
            41721415              31        12.02        17.97          372.62          557.07
            28342656               2        26.18        30.82           52.36           61.64
            88452976              45        13.45        17.83          605.25          802.35
            34850784              89        12.43        15.68         1106.27         1395.52
            49013255              89        18.32        24.27         1630.48         2160.03
            31803679              94        23.14        26.61         2175.16         2501.34
            46318094              53        13.39        18.74          709.67          993.22
            84777768              66        11.40        14.53          752.40          958.98
            31665020              26        15.76        18.78          409.76          488.28
            57301383              68        15.52        21.46         1055.36         1459.28
            49142030              36        23.15        28.01          833.40         1008.36
            83361455              50        10.14        16.07          507.00          803.50
            59128090              11        16.39        20.12          180.29          221.32
            65853384              51        18.67        22.56          952.17         1150.56
            83980353              56        20.50        25.99         1148.00         1455.44
            63435178              55        22.04        27.16         1212.20         1493.80
            35141667              98        21.15        26.43         2072.70         2590.14
            83480974              83        23.94        29.53         1987.02         2450.99
            82887766              39        16.82        21.55          655.98          840.45
            28342656               2        26.18        30.82           52.36           61.64
            62481686              38        27.38        31.15         1040.44         1183.70
            40171345              51        17.93        21.06          914.43         1074.06
            53518629              69        11.66        17.49          804.54         1206.81
            21323997              81        12.74        16.19         1031.94         1311.39
            36733364              69        29.72        35.59         2050.68         2455.71
            71327423              62        27.16        31.77         1683.92         1969.74
            39347416              68        18.06        23.68         1228.08         1610.24
            53717044              66        16.04        20.59         1058.64         1358.94
            18422552             100        22.06        27.26         2206.00         2726.00
            79891110               8        10.47        16.15           83.76          129.20
            42145649              30        19.23        24.90          576.90          747.00
            30418386              42        23.72        28.11          996.24         1180.62
            43210345              76        11.33        14.55          861.08         1105.80
            52555493              21        20.65        25.19          433.65          528.99
            86202831              47        29.26        35.23         1375.22         1655.81
            44493871              38        21.74        24.88          826.12          945.44
            82701870              86        10.09        15.23          867.74         1309.78
            68458253              17        18.28        21.32          310.76          362.44
            35141667              98        21.15        26.43         2072.70         2590.14
            84777768              66        11.40        14.53          752.40          958.98
            39341800              25        24.32        29.58          608.00          739.50
            15431795              95        15.33        19.15         1456.35         1819.25
            55344433              71        29.00        34.35         2059.00         2438.85
            62159876              47        12.63        17.34          593.61          814.98
            58038988              62        13.42        17.69          832.04         1096.78
            77465093              70        16.94        22.83         1185.80         1598.10
            80767659              23        26.89        31.88          618.47          733.24
            86414890              27        10.02        14.42          270.54          389.34
            22217524              54        10.94        15.56          590.76          840.24
            80084832              35        23.91        28.79          836.85         1007.65
            21552284              30        10.40        15.18          312.00          455.40
            77085365              41        22.53        26.66          923.73         1093.06
            14599689              68        21.52        26.55         1463.36         1805.40
            45117011             100        19.02        24.56         1902.00         2456.00
            83740526              23        19.56        22.59          449.88          519.57
            31803679              94        23.14        26.61         2175.16         2501.34
            77085365              41        22.53        26.66          923.73         1093.06
            54756389               6        10.30        13.48           61.80           80.88
            53518629              69        11.66        17.49          804.54         1206.81
            14578137              41        16.99        21.27          696.59          872.07
            22971931              40        17.84        23.59          713.60          943.60
            39341800              25        24.32        29.58          608.00          739.50
            40299841              50        28.50        31.89         1425.00         1594.50
            22217524              54        10.94        15.56          590.76          840.24
            65237455              56        12.63        17.39          707.28          973.84
            54756389               6        10.30        13.48           61.80           80.88
            39421903              19        10.45        16.29          198.55          309.51
            36990628              49        28.67        33.09         1404.83         1621.41
            86457838              45        22.84        25.86         1027.80         1163.70
            63173268               9        15.25        18.46          137.25          166.14
            22971931              40        17.84        23.59          713.60          943.60
            45117011             100        19.02        24.56         1902.00         2456.00
            34311148              62        12.77        18.19          791.74         1127.78
            58609625               1        23.58        27.78           23.58           27.78
            15495526              36        16.20        20.47          583.20          736.92
            55344433              71        29.00        34.35         2059.00         2438.85
            31353041              28        21.82        27.67          610.96          774.76
            22662424               1        11.84        15.28           11.84           15.28
            40299841              50        28.50        31.89         1425.00         1594.50
            18398033              13        29.16        32.22          379.08          418.86
            63758855              39        11.25        14.70          438.75          573.30
            88046718              25        22.56        27.49          564.00          687.25
            43984612              76        25.76        31.51         1957.76         2394.76
            32728517              82        15.43        19.58         1265.26         1605.56
            80101873              62        28.13        32.28         1744.06         2001.36
            79334055              46        26.54        30.77         1220.84         1415.42
            66698657              48        16.13        21.83          774.24         1047.84
            73657743              49        19.68        23.46          964.32         1149.54
            12949685               6        26.89        30.96          161.34          185.76
            49045379              25        14.14        19.04          353.50          476.00
            81106814               9        12.55        17.38          112.95          156.42
            73657743              49        19.68        23.46          964.32         1149.54
            44137228              61        23.26        27.46         1418.86         1675.06
            58485457               5        23.64        28.18          118.20          140.90
            43891580              46        11.44        16.13          526.24          741.98
            17692750              97        18.54        23.26         1798.38         2256.22
            58609625               1        23.58        27.78           23.58           27.78
            86767861              93        16.94        22.43         1575.42         2085.99
            17692750              97        18.54        23.26         1798.38         2256.22
            58045576              64        10.51        16.20          672.64         1036.80
            80101956              97        23.40        28.25         2269.80         2740.25
            46621097              48        26.37        29.84         1265.76         1432.32
            68262175              92        19.83        24.50         1824.36         2254.00
            85525597              18        17.05        22.42          306.90          403.56
            51080942              56        23.57        29.09         1319.92         1629.04
            62028894              95        28.44        33.25         2701.80         3158.75
            23132529              24        24.77        28.34          594.48          680.16
            43941327              31        12.59        16.54          390.29          512.74
            55396347              65        12.49        18.04          811.85         1172.60
            46621097              48        26.37        29.84         1265.76         1432.32
            36020570              22        15.27        19.78          335.94          435.16
            17327188              41        23.79        28.18          975.39         1155.38
            78907535              46        22.91        27.32         1053.86         1256.72
            52700852              67        28.70        31.79         1922.90         2129.93
            22142782              41        17.65        21.80          723.65          893.80
            11458375             100        18.51        21.68         1851.00         2168.00
            85525597              18        17.05        22.42          306.90          403.56
            77643941              27        13.18        16.62          355.86          448.74
            42978025              89        27.65        33.36         2460.85         2969.04
            71540862              46        25.58        30.30         1176.68         1393.80
            36511952              85        13.32        17.87         1132.20         1518.95
            62028894              95        28.44        33.25         2701.80         3158.75
            38561693              47        18.00        22.00          846.00         1034.00
            74435780              64        24.09        29.58         1541.76         1893.12
            26782989              32        17.16        20.93          549.12          669.76
            39898842               8        20.69        25.42          165.52          203.36
            75541722              78        22.80        25.97         1778.40         2025.66
            71351528              91        18.02        21.76         1639.82         1980.16
            63689991              40        26.49        31.87         1059.60         1274.80
            37303335              98        14.00        19.04         1372.00         1865.92
            71733835              17        22.36        25.67          380.12          436.39
            31917171              58        23.27        27.29         1349.66         1582.82
            43941327              31        12.59        16.54          390.29          512.74
            58782510              80        21.90        25.49         1752.00         2039.20
            85699185              26        13.43        19.23          349.18          499.98
            46318094              53        13.39        18.74          709.67          993.22
            50134836               8        27.71        31.48          221.68          251.84
            22877827               6        16.46        21.19           98.76          127.14
            78206035              11        25.00        30.19          275.00          332.09
            75799058              31        25.89        30.75          802.59          953.25
            49336268              99        15.02        18.51         1486.98         1832.49
            19784361               6        18.19        21.20          109.14          127.20
            15039599               1        21.53        26.95           21.53           26.95
            47578754              90        26.20        30.44         2358.00         2739.60
            31396612              63        15.52        21.11          977.76         1329.93
            34850784              89        12.43        15.68         1106.27         1395.52
            44560715              50        13.19        17.67          659.50          883.50
            17800899              16        22.20        26.01          355.20          416.16
            76427814              70        21.25        24.36         1487.50         1705.20
            77514121              29        23.08        26.38          669.32          765.02
            64463514               1        15.90        19.22           15.90           19.22
            34189844              93        16.77        20.93         1559.61         1946.49
            20766559              15        17.28        21.88          259.20          328.20
            59128090              11        16.39        20.12          180.29          221.32
            49013255              89        18.32        24.27         1630.48         2160.03
            83361455              50        10.14        16.07          507.00          803.50
            43510588              29        25.05        29.18          726.45          846.22
            55371335              27        18.18        23.50          490.86          634.50
            49052689              79        23.14        27.68         1828.06         2186.72
            81735019              16        25.51        31.43          408.16          502.88
            65853384              51        18.67        22.56          952.17         1150.56
            80955309               3        16.51        20.07           49.53           60.21
            55000517              95        11.84        15.36         1124.80         1459.20
            44603982              11        14.04        18.87          154.44          207.57
            18059483              19        13.66        17.57          259.54          333.83
            67515582              61        17.43        20.59         1063.23         1255.99
            67167784               7        20.82        24.08          145.74          168.56
            55263273              42        18.62        22.22          782.04          933.24
            87553231              70        23.79        28.20         1665.30         1974.00
            58339617              68        13.73        18.72          933.64         1272.96
            42884653              91        15.56        19.32         1415.96         1758.12
            40036792              65        17.31        23.16         1125.15         1505.40
            69865581              94        21.26        26.45         1998.44         2486.30
            87951178              60        18.19        23.37         1091.40         1402.20
            83637016              69        27.45        31.72         1894.05         2188.68
            76254359              49        10.58        14.73          518.42          721.77
            61299263              98        29.11        33.01         2852.78         3234.98
            62159876              47        12.63        17.34          593.61          814.98
            18977685              81        16.39        20.36         1327.59         1649.16
            48583427              80        15.99        20.68         1279.20         1654.40
            85941566              18        21.95        27.00          395.10          486.00
            69358897              32        23.73        28.73          759.36          919.36
            75647204              28        19.39        24.87          542.92          696.36
            41677726              77        14.76        18.57         1136.52         1429.89
            28458648              97        19.67        22.73         1907.99         2204.81
            61965647              88        24.88        29.03         2189.44         2554.64
            64349453              14        18.46        23.84          258.44          333.76
            14375908              58        15.24        19.87          883.92         1152.46
            36733364              69        29.72        35.59         2050.68         2455.71
            63798705              29        25.13        30.85          728.77          894.65
            24388225              28        17.90        22.64          501.20          633.92
            58038988              62        13.42        17.69          832.04         1096.78
            43436020              40        25.86        30.99         1034.40         1239.60
            28232368              63        19.07        23.98         1201.41         1510.74
            11303142              47        10.56        16.35          496.32          768.45
            21291543              84        21.88        27.76         1837.92         2331.84
            33429908              40        26.09        30.14         1043.60         1205.60
            27240862              43        28.12        31.28         1209.16         1345.04
            54404663              50        25.23        29.16         1261.50         1458.00
            78122228              85        13.73        18.55         1167.05         1576.75
            22387159              81        13.54        19.15         1096.74         1551.15
            27972823              12        28.73        32.17          344.76          386.04
            16618211              24        17.44        20.78          418.56          498.72
            29134137              49        13.61        18.81          666.89          921.69
            83480974              83        23.94        29.53         1987.02         2450.99
            41989446              16        22.21        27.26          355.36          436.16
            32407988              15        28.85        34.65          432.75          519.75
            64853503              41        12.51        16.82          512.91          689.62
            40278707              84        20.15        24.30         1692.60         2041.20
            54221156              93        13.04        18.12         1212.72         1685.16
            37413158              28        28.57        33.34          799.96          933.52
            70692724               6        19.41        22.88          116.46          137.28
            81912584              99        26.86        31.94         2659.14         3162.06
            87209284              91        27.20        31.42         2475.20         2859.22
            44928407              38        14.42        20.03          547.96          761.14
            57978117              10        28.15        33.61          281.50          336.10
            26923610              35        21.70        25.06          759.50          877.10
            14366464              32        10.12        15.81          323.84          505.92
            42578554              20        17.59        21.44          351.80          428.80
            88189478              86        15.24        19.55         1310.64         1681.30
            23375463              13        15.85        20.15          206.05          261.95
            50536431              89        26.48        29.98         2356.72         2668.22
            31050885              78        18.33        21.95         1429.74         1712.10
            35539581              17        16.74        22.13          284.58          376.21
            68849001              21        11.90        15.56          249.90          326.76
            78907535              46        22.91        27.32         1053.86         1256.72
            65014865              54        28.95        34.28         1563.30         1851.12
            60027243              72        19.48        24.93         1402.56         1794.96
            38917581              77        26.47        31.07         2038.19         2392.39
            58339617              68        13.73        18.72          933.64         1272.96
            43715790              31        27.98        31.68          867.38          982.08
            56030075              46        18.62        22.81          856.52         1049.26
            28810429              81        29.49        33.01         2388.69         2673.81
            27640169              59        10.52        15.35          620.68          905.65
            49559225              94        21.63        27.14         2033.22         2551.16
            85466608              62        12.70        16.12          787.40          999.44
            18422552             100        22.06        27.26         2206.00         2726.00
            50036717               8        24.69        28.73          197.52          229.84
            84001619               3        20.58        24.48           61.74           73.44
            85598406              64        10.32        14.12          660.48          903.68
            52392582              78        16.69        20.31         1301.82         1584.18
            83980353              56        20.50        25.99         1148.00         1455.44
            42145649              30        19.23        24.90          576.90          747.00
            31081490               1        20.71        24.06           20.71           24.06
            44735928               9        27.18        31.76          244.62          285.84
            28069210              27        12.45        16.94          336.15          457.38
            52715440              86        16.72        20.05         1437.92         1724.30
            62481686              38        27.38        31.15         1040.44         1183.70
            79490708              84        10.37        15.25          871.08         1281.00
            36760711              52        18.94        23.46          984.88         1219.92
            71852096              57        26.92        30.71         1534.44         1750.47
            28560733              85        29.66        34.80         2521.10         2958.00
            27176633              51        12.76        16.22          650.76          827.22
            88550476              20        21.62        24.86          432.40          497.20
            24718062              29        24.71        30.57          716.59          886.53
            63758855              39        11.25        14.70          438.75          573.30
            62839762              93        14.75        20.19         1371.75         1877.67
            52555493              21        20.65        25.19          433.65          528.99
            23375463              13        15.85        20.15          206.05          261.95
            73556705              24        21.20        25.96          508.80          623.04
            60410146              21        26.93        32.34          565.53          679.14
            68849001              21        11.90        15.56          249.90          326.76
            54667311              34        13.30        17.40          452.20          591.60
            77086936              79        19.91        25.81         1572.89         2038.99
            45136408               2        12.71        15.71           25.42           31.42
            54366510              24        13.73        18.58          329.52          445.92
            29257517              83        10.76        13.93          893.08         1156.19
            50317035              30        22.64        25.68          679.20          770.40
            60289116               3        14.50        18.91           43.50           56.73
            80767659              23        26.89        31.88          618.47          733.24
            22142782              41        17.65        21.80          723.65          893.80
            15039599               1        21.53        26.95           21.53           26.95
            40160899              46        10.83        14.53          498.18          668.38
            64002588              59        20.18        24.44         1190.62         1441.96
            87553231              70        23.79        28.20         1665.30         1974.00
            70178351               1        19.18        24.56           19.18           24.56
            50310242              84        10.30        13.80          865.20         1159.20
